year,gpa,maths exam,art exam,language exam,social activity,essay score,interview score,score,graduated
1980,3.7434288379736245,0.8986997947610427,0.9789486538220704,0.9378787513610426,4,0.9915146191991682,0.9996042071275479,857,0
1980,3.04762486286927,0.9930014183773498,0.9506725351335112,0.7637007280350143,5,0.9968576883102861,0.9499539525754097,841,1
1980,2.897190747084096,0.718590513400888,0.9415829098132729,0.48920743302954955,4,0.9809571679259943,0.912486602402175,811,1
1980,3.9484498269157484,0.9533253761222045,0.9810743767583525,0.9147289375035336,1,0.9994889010896185,0.9971377172726922,875,0
1980,3.9398700235178694,0.45250606442634794,0.9527124720651666,0.9745848888818427,4,0.9409241894397453,0.9730760813644422,790,1
1980,3.5567707321606576,0.982566700783779,0.935440175541394,0.986107229114694,1,0.9888301286247643,0.7368729319827193,797,0
1980,3.538080358179286,0.9954066033805672,0.7473859405248153,0.9254916841838986,2,0.9443696213832073,0.9992536525723188,837,1
1980,3.416580345132388,0.7585682263225916,0.6505307517783059,0.9361699358889211,4,0.5621116664118821,0.9941116722469661,771,1
1980,3.911869642091915,0.9927569242216293,0.9935849063732297,0.9485552030255424,4,0.9978007148181995,0.9987457760526594,817,1
1980,3.2141848540632054,0.588443962818115,0.804121331217284,0.9101736573016997,1,0.9840173715498743,0.9975934468425941,762,1
1980,3.852750619756989,0.9750258469807991,0.9952722036599779,0.8335052944542524,3,0.9421694539642274,0.994400915898579,821,1
1980,3.7871279710670933,0.6920287684591876,0.6084578969857128,0.9892651501084881,5,0.5274868190883525,0.9996509209158497,765,1
1980,3.1153733403189108,0.7755489232190205,0.7398964790816672,0.9626531783336599,1,0.9995494771562705,0.9956238497207114,776,1
1980,3.88482394895982,0.9830210714298234,0.9247142631888948,0.988930675414115,1,0.9922381314411572,0.9998220359561318,848,0
1980,3.5929839700693265,0.7934080272857438,0.9924647796353484,0.13753837965837862,1,0.9868883854290089,0.8703698849776256,801,1
1980,3.7472631541313604,0.6541909109513152,0.4709012351741945,0.9707979064967958,3,0.9964626783387501,0.954414207977392,824,1
1980,3.509872645139694,0.9122854628708081,0.9806962693173008,0.9564433428772714,4,0.9713014320793895,0.9978341614425893,803,1
1980,3.4284367648651823,0.8546790151688467,0.9289620976295148,0.4998976281945953,4,0.9849192211532938,0.8024269197939368,779,1
1980,3.2845676210708916,0.4341268208504786,0.6381570647391407,0.9717115089170762,1,0.9666595705676251,0.9995946349102671,769,1
1980,3.2528669588500634,0.8752328077764752,0.8889943475740286,0.8727318343434288,4,0.9253322415804618,0.985452837074655,841,1
1980,3.4647697266191244,0.18313662982256435,0.9980199496609934,0.9735583739344086,4,0.9998449805887002,0.9850772933732469,767,0
1980,3.963793444330804,0.978022052920107,0.9857888639739816,0.9518814232216078,2,0.9796226103394047,0.9998788252570767,894,1
1980,3.185872314264998,0.9748253265793827,0.8824905713545893,0.9021289303704537,4,0.9587119262367201,0.9978687846661533,775,0
1980,3.7577464464120567,0.9889394921939074,0.8787340928511163,0.9947051403420775,2,0.981581878050507,0.9201909167719413,849,0
1980,3.816922094905749,0.7467750269604384,0.3922446273535652,0.8993125785094709,1,0.9451477927181672,0.9956962791302807,807,1
1980,3.7612740920158103,0.9894792639291026,0.7905449850543376,0.8368244363452723,3,0.9766019602815592,0.8915138045132224,857,1
1980,3.64278161234688,0.5549593916735617,0.9921654760164024,0.8845291688169731,5,0.9890494310053342,0.9860569338293033,780,1
1980,3.9268866126658395,0.852880455917253,0.4850100313816555,0.9985159435767024,3,0.9715337507403853,0.9883334253418962,769,0
1980,3.537208314286545,0.5970815716776564,0.9923359403512838,0.6903706942135007,4,0.9995244161845684,0.9919066430053152,770,0
1980,3.792816202971153,0.8208045450062054,0.500302230607778,0.5473344775939578,3,0.7641973428466153,0.9839441838513702,775,0
1980,3.9104827910196036,0.704983018789595,0.9422784658901653,0.9973801545947447,2,0.9986900921777265,0.9577448960578908,806,1
1980,3.986657975241542,0.9672800974092778,0.9950146390916631,0.9888784997137773,1,0.9132025880385233,0.9987523056231066,897,1
1980,3.2357421276392415,0.7649330465700898,0.9614369211784212,0.9547124597182902,3,0.9927812903369417,0.9916484578065918,794,0
1980,3.4110476440982893,0.96648975845455,0.9933601351089942,0.8954877826242391,1,0.9783803270190778,0.9997442113842329,831,0
1980,3.55716326716356,0.6259962473473684,0.876944836708697,0.8768747329305994,3,0.9933096788361718,0.9997459126674401,802,1
1980,3.831818695529364,0.7403681135458502,0.9992970246241764,0.9985896529535332,5,0.9928541926229852,0.9186525619694392,838,1
1980,3.428234121296555,0.5817819812439513,0.6184862058281623,0.4771153089097502,4,0.9007255865100307,0.9031418785233052,786,1
1980,3.7957238188246265,0.9950257739384827,0.4151531461965419,0.9945967206061813,2,0.8973256801214297,0.8536212103558818,819,1
1980,3.5386213599704206,0.9897888654810045,0.9623477290217909,0.9429055542478467,4,0.92517755409182,0.9814152536512594,853,1
1980,3.758414368261583,0.7323104284489068,0.20361466204523337,0.9338727116693971,3,0.9977316732823546,0.9319342104981098,853,0
1980,3.2961659317370504,0.8915465697004817,0.995195897511201,0.9845152679264587,5,0.99888771667146,0.9689510554621794,776,0
1980,3.6017041604500264,0.9947964548815471,0.9698068561577576,0.9145437672479967,3,0.9823964364313817,0.9816785955292954,833,0
1980,3.810732085024938,0.8617540394666605,0.1912829837919337,0.9673047198831787,1,0.5912852650685625,0.8610943395216288,798,1
1980,3.633531560539268,0.9997107105929699,0.9976046687785678,0.861648765694641,3,0.9981282652758426,0.9438500669718242,784,0
1980,3.334991954965517,0.3584668708729246,0.9194403337612482,0.34408940674521515,4,0.9885809206796417,0.9810168803921324,786,0
1980,3.5506112335715443,0.7090916000394167,0.9966548784959984,0.9944533309072298,5,0.9560747315477054,0.9778403516395691,796,0
1980,3.7022575949085876,0.987593423853089,0.9127582445548581,0.9944969132400364,3,0.9955181380496545,0.9993253684307979,820,0
1980,3.3255399260669947,0.8126021365697613,0.8937062894329291,0.46344442157216953,1,0.9877319311139666,0.5296460976078065,769,0
1980,3.626590356347151,0.9062526904284353,0.7181597391995461,0.7638362681985417,5,0.9960979392198718,0.9758781003631234,836,1
1980,3.7378861968172714,0.7649834597054388,0.9840725275963306,0.9962123790797357,1,0.9974746800533597,0.9963207202888398,785,1
1980,3.761819439008832,0.9947978822684007,0.41322923410394735,0.9747174404246869,5,0.9968117613425113,0.9975854481737745,868,1
1980,3.6833458775654435,0.9796470394286795,0.8527545478331037,0.9496354007306207,2,0.9985169656321,0.8281755151174574,835,0
1980,3.661521914531477,0.9469401910098526,0.9559736600575623,0.9993949613038686,2,0.9718650012513764,0.9997947284447062,837,1
1980,3.691805820330046,0.9464648646138404,0.947910453358611,0.9885997681915923,2,0.934059804491818,0.9984789696657295,838,1
1980,3.684645340894349,0.6055942240688824,0.8425024643437181,0.9786617779545671,1,0.998180299674137,0.9905107243211323,830,1
1980,3.1127689444692805,0.9557747035222154,0.8646797050478691,0.23510285442850207,4,0.8126539265323832,0.9299700485959821,805,1
1980,3.3214285699650645,0.8932738555587473,0.8698751616082747,0.9541029550033615,2,0.9926177228637082,0.9858113592978697,785,1
